bval E=0.010000,doca E=0.010000,bval E=0.014384,doca E=0.014384,bval E=0.020691,doca E=0.020691,bval E=0.029764,doca E=0.029764,bval E=0.042813,doca E=0.042813,bval E=0.061585,doca E=0.061585,bval E=0.088587,doca E=0.088587,bval E=0.127427,doca E=0.127427,bval E=0.183298,doca E=0.183298,bval E=0.263665,doca E=0.263665,bval E=0.379269,doca E=0.379269,bval E=0.545559,doca E=0.545559,bval E=0.784760,doca E=0.784760,bval E=1.128838,doca E=1.128838,bval E=1.623777,doca E=1.623777,bval E=2.335721,doca E=2.335721,bval E=3.359818,doca E=3.359818,bval E=4.832930,doca E=4.832930,bval E=6.951928,doca E=6.951928,bval E=10.000000,doca E=10.000000
1294.74331127693,2201.44597221308,900.096222898805,1530.42938105664,625.740410025881,1063.94348076906,435.010225327186,739.645843370728,302.415974911037,514.196462034006,210.237407207167,357.46567622603,146.155530977471,248.507562993076,101.606272257044,172.760667588428,70.6359485195529,120.101971570301,49.1056025619622,83.4940254423956,34.1378611530345,58.0444450114194,23.7323951504994,40.3520800300633,16.4985901446664,28.0524753476804,11.4697010156582,19.501878776656,7.97365352039603,13.5575656374593,5.54322648659517,9.42512196486616,3.85361112106161,6.55227689306985,2.67900269063176,4.55509569462285,1.8624233714675,3.16666971280123,1.29474331127693,2.20144597221308
1293.22052150337,2200.11529649531,899.037590418134,1529.5043048836,625.004456351519,1063.30037447764,434.498595634449,739.198760509761,302.060293634336,513.885653249767,209.990140145869,357.249604198238,145.983632697724,248.3573512759,101.486769811289,172.656241484745,70.5528712801384,120.029375295288,49.0478478635949,83.4435570349774,34.0977105027842,58.0093597381477,23.7044827076835,40.3276890008329,16.4791856154971,28.0355188798681,11.4562111267665,19.4900907623843,7.96427544681727,13.5493706948564,5.53670691740119,9.4194248998035,3.84907876352377,6.54831633447893,2.67585182832176,4.5523423428216,1.86023291468784,3.16475560246366,1.29322052150337,2.20011529649531
1291.70046448618,2198.78737847261,897.980857729998,1528.5811458403,624.269823399241,1062.65860096102,433.987884098191,738.752604184225,301.705250653404,513.575488586286,209.743316823192,357.033979958557,145.812042901871,248.207450857792,101.367481821314,172.552031793933,70.4699431288373,119.956929468944,48.9901968102101,83.3931932183894,34.057631905779,57.9743471756677,23.6766203557646,40.3033485196211,16.4598159091585,28.0185975526741,11.4427454464558,19.4783271776173,7.95491420286966,13.5411927354691,5.53019904804555,9.41373964135006,3.84455453962927,6.54436398375769,2.67270662046201,4.54959469707223,1.85804638884126,3.16284545893225,1.29170046448618,2.19878737847261
1290.18313211775,2197.46221006626,896.926019198062,1527.65989831049,623.536507250709,1062.0181563148,433.47808799441,738.307371679821,301.350844074537,513.2659661566,209.496935922645,356.818802195184,145.640760674695,248.057860826798,101.248407650868,172.448037882006,70.3871636233325,119.884633650525,48.932649094312,83.3429336862313,34.0176251482501,57.9394071109721,23.6488079461321,40.2790584383467,16.4404809223377,28.0017112631536,11.4293039029038,19.4665879507885,7.94556973862279,13.533031709545,5.52370284381699,9.40806615491822,3.84003842524708,6.54041981686107,2.66956705027679,4.54685274065877,1.8558637822654,3.16093927058618,1.29018313211775,2.19746221006626
1288.66851632227,2196.13978322934,895.87306920807,1526.74055669999,622.804504002932,1061.37903664995,432.969204609777,737.863060292925,300.997072011445,512.957084081171,209.250996132895,356.604069601477,145.469785104567,247.908580274548,101.129546666193,172.344259117472,70.3045323230398,119.812487401026,48.8752044096097,83.2927781333078,33.9776900172664,57.9045393318914,23.6210453307578,40.2548186095111,16.4211805521265,27.9848599087666,11.4158864245694,19.4548730106127,7.93624200434183,13.5248875675272,5.51721827014021,9.40240440605638,3.8355303963407,6.53648380983855,2.66643310105612,4.54411645693102,1.8536850833436,3.15903702585034,1.28866851632227,2.19613978322934
1287.15660905553,2194.82008994653,894.822002167738,1525.82311543662,622.073809768193,1060.74123809274,432.461231241578,737.419667330538,300.643932585223,512.648840487843,209.005496147739,356.389780875928,145.299115283425,247.759608296245,101.01089823601,172.240694871323,70.2220487890989,119.740490283161,48.8178624510108,83.2427262556229,33.9378263007297,57.8697436270897,23.5933323621926,40.2306288861951,16.4019146960192,27.9680433873757,11.4024929401914,19.443182286085,7.92693095048658,13.5167602600535,5.51074529257522,9.39675436044831,3.83103042896769,6.53255593883375,2.66330475615537,4.54138582930416,1.85151028050465,3.15713871319511,1.28715660905553,2.19482008994653
1285.64740230473,2193.50312223398,893.772812506642,1524.90756897005,621.344420673975,1060.10475678461,431.954165197667,736.977190110229,300.29142392431,512.341233511812,208.760434666082,356.175934722137,145.128750306757,247.610943990639,100.892461731509,172.137344517017,70.1397125843655,119.668641861365,48.7606229146154,83.1927777503737,33.8980337873711,57.8350197860606,23.565668893564,40.206489122056,16.3826832519113,27.9512615972448,11.3891233787875,19.4315157064791,7.91763652771051,13.5086497379554,5.50428387681667,9.39111598391248,3.82653849927924,6.5286361800839,2.66018199899502,4.53866084125851,1.84933936222256,3.1552443211361,1.28564740230473,2.19350312223398
1284.1408880884,2192.18887213913,892.725494676114,1523.99391177173,620.616332862883,1059.46958888217,431.448003796412,736.535625960086,299.939544164454,512.034261295582,208.51581039191,355.962529848787,144.958689273582,247.462586460017,100.774236526336,172.03420743047,70.0575232734021,119.596941701779,48.7034854977109,83.1429323159446,33.8583122667469,57.8003675991232,23.5380547785728,40.1823991713253,16.3634861180966,27.9345144370366,11.3757776696523,19.4198732013459,7.90835868685982,13.5005559522573,5.49783398869318,9.38548924240138,3.82205458351965,6.52472450991943,2.65706481306028,4.53594147633915,1.84717231701639,3.15335383823399,1.2841408880884,2.19218887213913
1282.63705845621,2190.87733174059,891.680043149137,1523.08213833478,619.889542492576,1058.83573055705,430.942744366643,736.094972218667,299.588291448678,511.727921988939,208.271622034265,355.749564969623,144.788931286437,247.314534810183,100.656221996578,171.931282990044,69.9754804224707,119.525389372244,48.6464498987655,83.093189651902,33.8186615292344,57.7657868574181,23.510489871491,40.1583588888055,16.344323193266,27.9178018058107,11.3624557423564,19.4082547005125,7.8990973789725,13.4924788541755,5.49139559416674,9.37987410200091,3.81757865802591,6.5208209047635,2.65395318190081,4.53322771815563,1.84500913344996,3.15146725309423,1.28263705845621,2.19087733174059
1281.13590548881,2189.56849314799,890.636452420236,1522.17224317384,619.164045735687,1058.20317799589,430.438384247603,735.655226234945,299.237663927243,511.422213748907,208.027868307221,355.537038803421,144.619475451354,247.16678815044,100.538417520759,171.828570576531,69.8935835995236,119.453984442292,48.5895158174229,83.0435494589878,33.779081366028,57.7312773529032,23.4829740271583,40.1343681298671,16.3251943765052,27.9011236030219,11.3491575267449,19.3966601340805,7.88985255527737,13.4844183951172,5.48496865933195,9.3742705289297,3.81311069922726,6.51692534113154,2.65084708913037,4.53051955038164,1.84284980013169,3.14958455436691,1.28113590548881,2.18956849314799
1279.63742129768,2188.26234850178,889.594717005376,1521.26422082503,618.439838779753,1057.57192740023,429.934920788896,735.216385368257,298.887659757611,511.117134739717,207.784547929861,355.324950073967,144.45032087785,247.019345593573,100.420822479819,171.726069573147,69.8118323741956,119.382726483139,48.5326829544962,82.9940114391141,33.7395715691352,57.6968388783502,23.45550710098,40.1104267504464,16.3060995672929,27.8844797285181,11.3358829529361,19.385089432425,7.88062416719318,13.4763745266796,5.47855315041549,9.36867848953846,3.80865068364473,6.5130377956308,2.64774651842656,4.52781695675471,1.84069430571436,3.14770573074648,1.27963742129768,2.18826234850178
1278.141598025,2186.95888997312,888.554831441854,1520.35806584579,617.716917827144,1056.94197498644,429.432351350437,734.778446988259,298.538277104415,510.812683132773,207.541659626249,355.113297510035,144.281466678904,246.872206255835,100.303436257107,171.623779365517,69.7302263177957,119.311615067675,48.4759510119625,82.9445752953576,33.7001319313727,57.6624712273399,23.4280889489237,40.0865346070425,16.2870386654989,27.8678700825385,11.3226319513202,19.3735425261929,7.87141216632767,13.4683472006489,5.47214903377541,9.36309795030934,3.80419858789066,6.50915824495994,2.64465145353044,4.52511992107592,1.83854263889487,3.14583077097155,1.278141598025,2.18695888997312
1276.64842784348,2185.65810976375,887.516790288199,1519.45377281482,616.995279094986,1056.31331698568,428.930673302398,734.341408474868,298.189514139418,510.508857106612,207.29920212541,354.902079845356,144.112911970941,246.725369256925,100.186258238369,171.521699341663,69.6487650032991,119.240649770458,48.4193196929573,82.8952407319535,33.6607622463622,57.6281741942588,23.4007194275166,40.0626915567143,16.2680115713819,27.8512945657114,11.3094044525579,19.3620193463018,7.86221650447665,13.4603363689996,5.46575627590049,9.35752887785532,3.79975438866831,6.50528666590851,2.64156187824628,4.52242842720954,1.83639478841408,3.14395966382469,1.27664842784348,2.18565810976375
1275.15790295624,2184.36000010577,886.480588124064,1518.55133633195,616.274918815097,1055.68594964378,428.429884025166,733.90526721822,297.841369041483,510.205654846874,207.057174161302,354.691295818602,143.944655873819,246.578833719976,100.069287811737,171.419828891992,69.5674480053387,119.169830167703,48.3627887017685,82.8460074542904,33.6214623085269,57.5939475742952,23.3733983938433,40.0388974570781,16.249018185588,27.8347530790528,11.296200387579,19.3505198239386,7.85303713362307,13.4523419838932,5.45937484340964,9.35197123891952,3.79531806277138,6.50142303535659,2.63847777644124,4.51974245908275,1.83425074305654,3.14209239813218,1.27515790295624,2.18436000010577
1273.67001559662,2183.06455326156,885.44621955013,1517.65075101802,615.555833233905,1055.05986922119,427.929980909287,733.470020618614,297.493839996537,509.903074546267,206.815574472792,354.480944173355,143.776697510809,246.432598771536,99.9525243677146,171.318167409287,69.4862749001973,119.099155837278,48.3063577438308,82.7968751689042,33.5822319130873,57.5597911634349,23.3461257055425,40.0151521663047,16.2300584091489,27.818245523964,11.2830196875813,19.3390438905584,7.84387400593614,13.4443639976779,5.45300470305124,9.34642500037462,3.79088958708358,6.49756733027429,2.63539913204503,4.51706200068535,1.8321104916503,3.14022896276385,1.27367001559662,2.18306455326156
1272.18475802805,2181.77176152362,884.413679187996,1516.75201151485,614.838018612387,1054.43507199295,427.430961355417,733.035666086465,297.146925197535,509.60111440453,206.574401803639,354.271023658086,143.609036008579,246.286663541552,99.8359672991676,171.216714288693,69.4052452657999,119.028626358691,48.2500265257208,82.7478435834727,33.5430708560573,57.5257047584578,23.3189012208045,39.9914555431171,16.2111321434794,27.8017718022302,11.2698622840294,19.3275914778828,7.83472707377042,13.436402362887,5.4466458217025,9.34089012922217,3.78646893857819,6.49371952772134,2.63232592904965,4.51438703606942,1.82997402306672,3.13836934663283,1.27218475802805,2.18177176152362
1270.70212254394,2180.48161721439,883.382961680084,1515.85511248504,614.121471225993,1053.81155424853,426.932822774275,732.602201042256,296.800622844427,509.299772628401,206.333654902459,354.061533026134,143.441670497176,246.141027163352,99.7196160013122,171.115468927707,69.3243586817049,118.958241313087,48.1937947551506,82.6989124068103,33.5039789342406,57.4916881569336,23.2917247983688,39.967807446787,16.1922392903762,27.7853318160182,11.2567281086528,19.316162517899,7.82559628966489,13.4284570322384,5.44029816636888,9.33536659259205,3.78205609431764,6.48987960484665,2.62925815150906,4.51171754934907,1.82784132622023,3.13651353869535,1.27070212254394,2.18048161721439
1269.22210146748,2179.19411268615,882.354061689536,1514.96004861196,613.406187364576,1053.18931229184,426.435562586596,732.169622916488,296.454931144127,508.999047431583,206.093332522712,353.852471035677,143.274600110016,245.995688773632,99.6034698717037,171.014430726166,69.2436147290972,118.888000283237,48.1376621409628,82.6500813488622,33.4649559452266,57.4577411572184,23.264596297521,39.9442077371331,16.1733797520157,27.7689254678749,11.2436170934453,19.3047569428582,7.81648160634209,13.4205279586338,5.43396170418343,9.32985435774177,3.77765103145306,6.4860475388879,2.6261957835389,4.50905352470006,1.82571239006813,3.13466152795052,1.26922210146748,2.17919411268615
1267.74468715152,2177.90924032082,881.32697390011,1514.06681459958,612.692163332325,1052.56834244113,425.939178223078,731.737929149632,296.109848310474,508.69893703471,205.853433422672,353.643836449713,143.107823983858,245.850647512436,99.4875283102247,170.913599086234,69.1630129907794,118.81790285353,48.0816283931248,82.6013501206991,33.4260016873868,57.4238635584505,23.2375155780903,39.9206562745179,16.1545534309522,27.7525526607254,11.2305291706635,19.2933746852747,7.80738297670721,13.4126150951575,5.42763640240617,9.32435339205588,3.77325372722386,6.48222330717105,2.62313880931616,4.5063949463596,1.82358720361038,3.13281330344016,1.26774468715152,2.17790924032082
1266.26987197843,2176.62699252989,880.301693016087,1513.17540517241,611.979395447694,1051.94864102892,425.443667124336,731.307117192081,295.765372564202,508.399439665313,205.613956365406,353.435628036034,142.941341258797,245.705902523143,99.3717907190742,170.812973412395,69.0825530511646,118.747948609966,48.0256932227238,82.5527184345116,33.3871159598711,57.390055160547,23.2104825004472,39.8971529198451,16.1357602301162,27.7362132978708,11.2174642728252,19.2820156779241,7.79830035384723,13.4047183950756,5.42132222842352,9.31886366304539,3.76886415895731,6.47840688710999,2.62008721307892,4.50374179862596,1.82146575588941,3.13096885424854,1.26626987197843,2.17662699252989
1264.79764835996,2175.34736175422,879.278213762167,1512.28581507539,611.267880043332,1051.33020440192,424.949026740853,730.8771845041,295.421502132907,508.100553557788,205.374900118751,353.227844567205,142.775151078242,245.561452952448,99.2562565027564,170.712553111437,69.0022344962684,118.67813714015,47.9698563419606,82.504186003605,33.3482985626034,57.3563157641997,23.1834969255004,39.8736975345571,16.1170000528125,27.7199072829871,11.2044223327086,19.2706798538425,7.78923369103001,13.3968378118353,5.41501914974762,9.31338513834709,3.76448230406808,6.47459825620605,2.61704097912604,4.50109406585824,1.81934803598989,3.12912816950222,1.26479764835996,2.17534736175422
1263.3280087371,2174.0703404639,878.256530883371,1511.3980390738,610.557613466015,1050.713028921,424.455254532937,730.448128555783,295.078235251011,507.802276953361,205.13626345529,353.020484820539,142.6092525889,245.417297950349,99.1409250680694,170.612337592444,68.9220569137012,118.608468033281,47.9141174641449,82.4557525423937,33.309549296279,57.3226451708717,23.1565587146945,39.8502899806324,16.0982728027183,27.7036345201225,11.1914032833509,19.2593671463251,7.78018294170345,13.388973299064,5.40872713401579,9.30791778572302,3.76010814005788,6.47079739204763,2.61400009181684,4.49845173247606,1.81723403303855,3.12729123836982,1.2633280087371,2.1740703404639
1261.86094557989,2172.79592115816,877.236639144945,1510.51207195314,609.84859207658,1050.09711096106,423.962347970667,730.019946827001,294.735570159732,507.504608100057,204.898045152331,352.813547578075,142.443644940765,245.273436670127,99.0257958240942,170.512326266785,68.8420198926603,118.538940880147,47.8584763036898,82.407417766396,33.2708679623596,57.2890431827932,23.1296677300072,39.826930120583,16.0795783838816,27.6873949136964,11.1784070580469,19.248077488925,7.7711480594946,13.3811248105681,5.40244614898988,9.30246157305979,3.75574164451497,6.46700427230974,2.61096453557087,4.49581478295924,1.81512373620396,3.12545805006185,1.26186094557989,2.17279592115816
1260.39645138737,2171.52409636517,876.218533332262,1509.62790851905,609.140812249856,1049.48244691104,423.470304533848,729.592636807355,294.393505107049,507.207545252665,204.660243991882,352.607031626556,142.278327287099,245.129868268335,98.9108681821841,170.412518548101,68.7621230239227,118.469555273115,47.8029325761062,82.3591813922288,33.2322543630707,57.2555096029584,23.102823833947,39.8036178174519,16.0609167007193,27.6711883684973,11.1654335903479,19.2368108154516,7.76212899820881,13.3732923003326,5.39617616255571,9.29701646836805,3.7513827951138,6.46321887475361,2.60793429486756,4.49318320184755,1.81301713469633,3.12362859383044,1.26039645138737,2.17152409636517
1258.93451868737,2170.25485864192,875.202208250722,1508.74554359721,608.434270374595,1048.86903317378,422.979121711969,729.166195996135,294.052038347672,506.911086672708,204.42285876063,352.400935757406,142.113298784413,244.98659190478,98.7961415559529,170.312913852295,68.682365899837,118.400310806125,47.747485997998,82.3110431376021,33.1937083013972,57.2220442351214,23.0760268895506,39.7803529348101,16.0422876580153,27.6550147896809,11.1524828140604,19.22556705997,7.75312571182883,13.3654757225198,5.38991714272243,9.29158243978183,3.74703156961457,6.45944117722625,2.60490935424595,4.49055697374039,1.81091421776733,3.12180285896923,1.25893451868737,2.17025485864192
1257.47514003638,2168.98820057411,874.187658725659,1507.86497203325,607.728962853406,1048.256866166,422.488797004148,728.740621902265,293.711168143008,506.61523062841,204.185888249915,352.195258766704,141.948558592458,244.843606742505,98.6816153612648,170.213511597521,68.6027481143162,118.331207074682,47.6921362870563,82.2630027213142,33.15522958108,57.1886468837927,23.04927676038,39.757135336755,16.023691160919,27.6388740827684,11.139554663245,19.2143461567993,7.74413815451404,13.3576750314688,5.38366905762196,9.28615945555802,3.74268794586282,6.45567115766007,2.60188969830442,4.48793608329654,1.80881497470984,3.11998083481309,1.25747514003638,2.16898820057411
1256.01830801944,2167.72411477597,873.174879602246,1506.98618869264,607.02488610269,1047.6459423182,421.999327919095,728.315912044264,293.370892761127,506.319975394662,203.949331255715,351.989999455169,141.784105874204,244.700911947777,98.5672890162232,170.114311204174,68.52326926283,118.26224367585,47.6368831620547,82.2150598632458,33.1168180066125,57.1553173542354,23.0225733105203,39.7339648879068,16.0051271149435,27.6227661536449,11.1266490722149,19.2031480405113,7.73516628059952,13.3498901816947,5.37743187550836,9.2807474840757,3.738351901789,6.45190879407244,2.5988753117004,4.48532051523382,1.80671939485783,3.11816251073797,1.25601830801944,2.16772411477597
1254.56401525,2166.46259389016,872.163865745397,1506.10918846059,606.322036552573,1047.03625807464,421.510711975056,727.892063950196,293.031210476734,506.025319252992,203.713186578616,351.78515662813,141.619939795829,244.558506690071,98.4531619411602,170.015312094879,68.4439289423974,118.19342020824,47.5817263428435,82.1672142843556,33.0784733832369,57.122055452462,22.9959164045774,39.7108414534067,15.9865954259636,27.6066909085576,11.113765975535,19.1919726459298,7.72621004459525,13.3421211278872,5.37120556475733,9.27534649383561,3.73402341540812,6.44815406456531,2.59586617915006,4.48271025432886,1.80462746758609,3.1163478761607,1.25456401525,2.16646259389016
1253.11225436975,2165.2036305876,871.154612039672,1505.233966242,605.620410646837,1046.42780989321,421.022946699777,727.469075157624,292.692119571134,505.731260491533,203.477453023794,351.580729095511,141.456059526699,244.416390142054,98.3392335586256,169.91651369448,68.3647267515792,118.124736272008,47.5266655503452,82.1194657066743,33.0401955169402,57.0888609852302,22.969305907675,39.6877648989142,15.9680960002143,27.5906482541138,11.1009053080207,19.1808199081289,7.71726940118524,13.3343678249104,5.3649900938655,9.26995645345954,3.72970246481927,6.44440694732476,2.59286228542805,4.4801052854168,1.80253918231007,3.11453692053877,1.25311225436975,2.1652036305876
1251.66301804851,2163.94721756735,870.147113389186,1504.3605169613,604.920004842861,1045.82059424544,420.536029630452,727.046943213568,292.353618332204,505.437797404988,203.242129400992,351.376715671801,141.292464239357,244.274561479567,98.2255032933767,169.817915430028,68.2856622904708,118.056191468846,47.471700506549,82.0718138533002,33.0019842144515,57.05573376004,22.9427416854522,39.6647350906047,15.949628744289,27.5746380972797,11.0880670047363,19.1696897624321,7.70834430522676,13.3266302278015,5.35878543144997,9.26457733168977,3.72538902820528,6.44066742062065,2.58986361536724,4.47750559339099,1.80045452848567,3.11272963337015,1.25166301804851,2.16394721756735
1250.2162989841,2162.69334755648,869.141364717514,1503.4888355624,604.22081561155,1045.21460761637,420.04995831368,726.625665674456,292.015705054355,505.144928294606,203.007214524499,351.173115176041,141.129153109504,244.133019881616,98.1119705723672,169.719516730773,68.2067351606945,117.98778540197,47.4168309345055,82.0242584483937,32.9638392832376,57.0226735851297,22.9162236040616,39.6417518951666,15.9311935651378,27.558660345378,11.0752510009941,19.158582144411,7.69943471174943,13.3189082917706,5.35259154624766,9.25920909738848,3.72108308383228,6.4369354628062,2.58687015385839,4.47491116320274,1.79837349560909,3.1109260041931,1.2502162989841,2.16269334755648
1248.77208990219,2161.44201330995,868.137360967597,1502.6189170086,603.522839437272,1044.60984650451,419.564730305418,726.205240106081,291.678378038508,504.852651468143,202.772707213126,350.969926431794,140.966125315987,243.991764530352,97.9986348247372,169.621317028152,68.1279449653927,117.919517676122,47.3620565583223,81.9767992171722,32.9257605314999,56.9896802694724,22.8897515301662,39.6188151797997,15.9127903700658,27.5427149060869,11.0624572323534,19.1474969898839,7.69054057595444,13.3112019721988,5.34640840711476,9.25385171953718,3.71678461004933,6.43321105231758,2.58388188584992,4.47232197986104,1.79629607321655,3.10912602258596,1.24877208990219,2.16144201330995
1247.33038355618,2160.19320761044,867.135097101649,1501.75075628247,602.826072817796,1044.00630742178,419.080343170942,725.785664083556,291.341635592059,504.560965239835,202.538606290187,350.76714826713,140.803380040781,243.850794611055,97.8854954818024,169.523315755779,68.0492913092202,117.851387897552,47.3073771031582,81.9294358859054,32.8877477681708,56.9567536227727,22.863325330937,39.5959248122118,15.8944190667314,27.526801687438,11.0496856346189,19.1364342349152,7.68166185321373,13.3035112246387,5.34023598302616,9.24850516723613,3.71249358528798,6.4294941676735,2.58089879634761,4.46973802843226,1.79422225088419,3.107329678167,1.24733038355618,2.16019320761044
1245.89117272707,2158.94692326823,866.13456810107,1500.88434838578,602.130512264226,1043.40398689345,418.596794484795,725.36693519127,291.005476028848,504.269867930366,202.304910583477,350.5647795146,140.640916468979,243.710109312125,97.772551977044,169.425512349435,67.9707737983371,117.78339567402,47.2527922952185,81.8821681819097,32.8498008029104,56.9238934554631,22.8369448740512,39.5730806606169,15.8760795631444,27.5109205978144,11.0369361438398,19.1253938158135,7.67279849906917,13.2958360048124,5.33407424307489,9.24316940970381,3.70820998806194,6.42578478747489,2.57792087041434,4.4671592940399,1.79215201822783,3.10553696059417,1.24589117272707,2.15894692326823
1244.4544502233,2157.70315312109,865.135768966345,1500.01968833939,601.436154300937,1042.80288145805,418.114081830748,724.949051022841,290.669897669131,503.979357866838,202.071618925248,350.362819011218,140.47873378877,243.569707825062,97.6598037460981,169.327906247056,67.8923920404018,117.715540614783,47.1983018617501,81.834995833544,32.8119194461026,56.8910995787004,22.8106100276889,39.5502825937328,15.857771767665,27.4950715459498,11.0242086963086,19.1143756691309,7.66395046923175,13.2881762686115,5.32792315647155,9.23784441627631,3.70393379696663,6.42208289040439,2.5749480931698,4.4645857618643,1.79008536490279,3.10374785956497,1.2444544502233,2.15770315312109
1243.02020888066,2156.46189003413,864.138694716964,1499.15677118318,600.742995465514,1042.20298766735,417.632202801754,724.532009181076,290.334898839545,503.689433382738,201.838730152193,350.161265598437,140.316831191431,243.429589344451,97.5472502267457,169.230496888724,67.8141456445635,117.64782233059,47.1439055310365,81.7879185702038,32.774103508852,56.8583718043626,22.7843206605316,39.5275304807782,15.8394955890011,27.479254440926,11.0115032285598,19.103379731662,7.65511771958075,13.2805319720958,5.32178269254374,9.23253015640679,3.69966499067883,6.41838845522609,2.57198044979024,4.4620174171424,1.7880222806037,3.1019623648162,1.24302020888066,2.15646189003413
1241.58844156214,2155.22312689968,863.143340391323,1498.29559197594,600.051032308684,1041.60430208626,417.151154999906,724.115807277927,290.000477873084,503.400092817913,201.606243105418,349.960118122129,140.155207871308,243.289753067952,97.4348908589021,169.133283716658,67.7360342214556,117.580240433676,47.0896030323927,81.7409361223171,32.7363528029804,56.825709945045,22.7580766417591,39.5048241914709,15.8212509362077,27.4634691921716,10.9988196773691,19.092405940442,7.64630020616299,13.272903071493,5.31565282073551,9.22722659966494,3.69540354795626,6.41470146078503,2.56901792550819,4.45945424516743,1.78596275506431,3.10018046612384,1.24158844156214,2.15522312689968
1240.15914115778,2153.98685663715,862.14970104664,1497.4361457953,599.360261394261,1041.00682129278,416.67093603639,723.700442934443,289.66663310906,503.111334518534,201.374156630427,349.759375432564,139.993863025804,243.150198196281,97.3227250846074,169.036266175201,67.6580573831882,117.512794537752,47.0353940961605,81.6940482213392,32.6986671410233,56.7931138140573,22.7318778410473,39.4821635960249,15.8030377186844,27.4477157094605,10.9861579797517,19.0814542327466,7.63749788519199,13.2652895231972,5.30953351060683,9.22193371573639,3.69114944763722,6.4110218860069,2.56606050561218,4.45689623128867,1.78390677805733,3.09840215330281,1.24015914115778,2.15398685663715
1238.73230058459,2152.7530721929,861.15777175886,1496.57842773762,598.67067929908,1040.41054187793,416.191543531447,723.285913780731,289.333362893081,502.823156837068,201.142469577098,349.55903638439,139.832795855363,243.010923933198,97.2107523480156,168.939443710812,67.5802147433414,117.445484258001,46.9812784537035,81.6472545997474,32.6610463362267,56.7605832254196,22.7057241285663,39.4595485651486,15.7848558461743,27.4319939029099,10.9735180729616,19.0705245460897,7.6287107130472,13.2576912837689,5.303424731833,9.2166514744222,3.68690266864021,6.4073497098976,2.5631081754465,4.4543433609112,1.78185433939422,3.09662741620681,1.23873230058459,2.1527530721929
1237.30791278636,2151.52176654014,860.167547622573,1495.72243291792,597.982282612931,1039.81546044571,415.712975114324,722.872217455914,289.00066557702,502.535558132251,200.911180799664,349.35909983661,139.672005563454,242.871929485489,97.0989720953854,168.842815772056,67.502505916958,117.378309211069,46.9272558374023,81.600554991037,32.6234902025435,56.7281179938598,22.6796153749774,39.436978970042,15.7667052287622,27.4163036829792,10.9608998944905,19.0596168182234,7.6199386462732,13.2501083099336,5.29732645420413,9.21137984563828,3.68266318996353,6.4036849115429,2.56016092041092,4.45179561949556,1.77980542892499,3.09485624472814,1.23730791278636,2.15152176654014
1235.88597073361,2150.29293267875,859.179023750918,1494.86815646979,597.295067938507,1039.22157361303,415.235228423237,722.459351608084,288.668539518978,502.248536769051,200.680289156691,349.159564652565,139.511491356561,242.733214062957,96.9873837750695,168.746381809593,67.4249305205368,117.311269015057,46.8733259806497,81.5539491297157,32.5859985546302,56.6957179348096,22.6535514514313,39.4144546823945,15.7485857768728,27.4006449604676,10.9483033820663,19.0487309871361,7.61118164157893,13.2425405585813,5.29123864762458,9.20611879941486,3.6784309906849,6.40002747010803,2.55721872596043,4.4492529925576,1.77776003653805,3.0930886287975,1.23588597073361,2.15029293267875
1234.46646742339,2149.06656363521,858.192195275501,1494.01559354526,596.609031891335,1038.62887800961,414.758301105325,722.047313894262,288.336983083265,501.962091118649,200.449793511057,348.960429699909,139.351252444166,242.594776878403,96.8759868375052,168.650141276168,67.3474881720258,117.24436328952,46.8194886178458,81.5074367512992,32.5485712078437,56.6633828644013,22.6275322295653,39.3919755743828,15.7304974012694,27.3850176465134,10.9357284736523,19.0378669910515,7.60243965583691,13.2349879867656,5.28516128211244,9.20086830589597,3.67420604996113,6.39637736483732,2.55428157760498,4.44671546566811,1.77571815216004,3.09132455838382,1.23446646742339,2.14906656363521
1233.04939587919,2147.84265246244,857.207057346306,1493.16473931479,595.924171099717,1038.03737027799,414.282190816607,721.636101980357,288.005994640363,501.6762195584,200.219692729933,348.761693850592,139.191288038734,242.456617147615,96.764780735204,168.554093626603,67.270178490815,117.177591655452,46.7657434843933,81.4610175923063,32.5112079782379,56.6311125994649,22.6015575815014,39.3695415186683,15.7124400130521,27.3694216525916,10.9231751074459,19.0270247684278,7.59371264608243,13.227450551703,5.27909432779895,9.19562833533885,3.66998834702765,6.39273457505382,2.55134946090922,4.44418302445263,1.77367976575559,3.08956402349407,1.23304939587919,2.14784265246244
1231.63474915082,2146.62119223969,856.223605131606,1492.31558896712,595.240482204672,1037.44704707342,413.806895221946,721.225713541121,287.675572566899,501.390920471808,199.989985684763,348.563355980837,139.031597355701,242.318734089353,96.6537649227425,168.458238317784,67.19300109773,117.110953735286,46.7120903166928,81.4146913902545,32.4739086825604,56.5989069575242,22.575627379844,39.3471523883948,15.6944135236564,27.3538568905128,10.9106432218776,19.0162042579564,7.58500056951285,13.2199282107723,5.27303775492803,9.19039885811345,3.66577786119827,6.38909908015895,2.54842236149222,4.44165565459118,1.7716448673272,3.08780701417311,1.23163474915082,2.14662119223969
