bval E=0.010000,doca E=0.010000,bval E=0.014384,doca E=0.014384,bval E=0.020691,doca E=0.020691,bval E=0.029764,doca E=0.029764,bval E=0.042813,doca E=0.042813,bval E=0.061585,doca E=0.061585,bval E=0.088587,doca E=0.088587,bval E=0.127427,doca E=0.127427,bval E=0.183298,doca E=0.183298,bval E=0.263665,doca E=0.263665,bval E=0.379269,doca E=0.379269,bval E=0.545559,doca E=0.545559,bval E=0.784760,doca E=0.784760,bval E=1.128838,doca E=1.128838,bval E=1.623777,doca E=1.623777,bval E=2.335721,doca E=2.335721,bval E=3.359818,doca E=3.359818,bval E=4.832930,doca E=4.832930,bval E=6.951928,doca E=6.951928,bval E=10.000000,doca E=10.000000
33482.3873017949,34210.1096770053,23276.7144510348,23782.6218038983,16181.8042050415,16533.5073522855,11249.4737125006,11493.9752068576,7820.55308571928,7990.5287632509,5436.79216731624,5554.95803386162,3779.61874903284,3861.76680820926,2627.56372662527,2684.67246558469,1826.66337424735,1866.36495817073,1269.88321881816,1297.48347395852,882.813665709154,902.001164255401,613.725700768109,627.064711534127,426.657686003015,435.930870195686,296.609349743083,303.056000591456,206.200683220302,210.682348449563,143.349229541645,146.464850923907,99.6553517149554,101.82130925552,69.2796826127781,70.7854406918052,48.1627362738711,49.2095284431969,33.4823873017949,34.2101096770053
32721.1866721746,33449.0890642418,22747.533256877,23253.5657561625,15813.9212509903,16165.7113991254,10993.7241330077,11238.2861097574,7642.75782043037,7812.77554488572,5313.19017969291,5431.38527695676,3693.69153764387,3775.85991780521,2567.82774827203,2624.95061423378,1785.13535242356,1824.84675733718,1241.01323720675,1268.62031982879,862.743462467129,881.935707429449,599.773040056433,613.115350496713,416.957896788748,426.233374891195,289.866126156884,296.314371714808,201.512842760162,205.995616620015,140.090276624126,143.206668718389,97.3897511236142,99.5562444576104,67.7046534026621,69.2107839614229,47.0677873132293,48.1148384277827,32.7211866721746,33.4490890642418
31993.8118474138,32721.894257328,22241.8675185823,22748.0251649783,15462.3860724541,15814.2632219588,10749.3394092864,10993.9618687615,7472.86332100343,7642.92309261377,5195.0807475811,5313.30507572421,3611.58271127912,3693.77141253714,2510.74628368067,2567.88327672243,1745.45272944438,1785.17395540227,1213.42616357819,1241.04007371946,843.565127612935,862.762119017435,586.440399823117,599.786009955808,407.689141344519,416.96691336936,283.422554142525,289.872394418772,197.033317914128,201.517200410671,136.976143220865,140.093306031368,95.2248280153312,97.3918571457056,66.1996144535054,67.7061174940486,46.0214950778089,47.0688051390141,31.9938118474138,32.721894257328
31298.0567967144,32026.3192254881,21758.183619432,22264.4664136423,15126.1325101377,15478.0966615014,10515.5783550749,10760.2612976157,7310.35432008878,7480.45613909064,5082.10566083123,5200.35922001802,3533.04324482307,3615.25226729209,2456.14621238479,2513.29733258605,1707.49515320871,1747.2262002661,1187.03833001879,1214.65906771769,825.220495815707,844.422233689087,573.687343949154,587.036253792818,398.823308771691,408.103374731829,277.259091205778,283.710526209319,192.748522880994,197.233514020464,133.997384580733,137.115318111812,93.1540164671597,95.3215813969265,64.7600011829753,66.2668767073963,45.0206863028547,46.0682553121685,31.2980567967144,32.0263192254881
30631.9032365791,31360.3456852477,21295.0784632779,21801.4864060222,14804.1851417067,15156.2362954297,10291.7628637934,10536.5062897476,7154.75940287691,7324.90326951208,4973.93719526369,5092.21998566226,3457.84530678694,3540.0746505838,2403.86914757467,2461.03439501665,1671.1525143474,1710.89338256078,1161.77318928833,1189.40075458411,807.656351985477,826.86283635503,561.476877687352,574.829087260962,390.334680588517,399.617040497143,271.357858043406,277.81088778341,188.646028097949,193.13212788672,131.145359761204,134.264064017291,91.1713093581034,93.3394100903435,63.3816374838293,64.8888854942699,44.0624577886958,45.110285747607,30.6319032365791,31.3603456852477
29993.5010738013,30722.1235434223,20851.2658786506,21357.7989706642,14495.6498300209,14847.7879866143,10077.271337743,10322.075247466,7005.64643912554,7175.83235364106,4870.27493704705,4988.58695882913,3385.78005163923,3468.02971688334,2353.76990134128,2410.949276107,1636.32387927203,1676.07456869909,1137.56057308323,1165.19496601602,790.823915623082,810.035146516695,549.775089186097,563.130598509041,382.199681520051,391.484335390644,265.702465294097,272.157089779935,184.714439799075,189.201648243661,128.412147898291,131.531622883914,89.2712001605791,91.4398366984404,62.0606952577597,63.5683157564083,43.1441482689654,44.1922351789956,29.9935010738013,30.7221235434223
29381.15124319,30109.9537348436,20425.5646876691,20932.2229297029,14199.7054287263,14551.9305887122,9871.53292189394,10116.3973157486,6862.61857453029,7032.84653717846,4770.84299592778,4889.18424926876,3316.65568246316,3398.92566927644,2305.71513784976,2362.90864002398,1602.91655387071,1642.67706457038,1114.33604112467,1141.97726173543,774.678388310896,793.894365757049,538.550834908178,551.909644000254,374.396660803576,383.683608649899,260.27786150358,266.73408074482,180.943294321789,185.431611428843,125.790474729144,128.910720448928,87.4486318594565,89.6178042061541,60.7936589042777,62.3016518933694,42.2633137235296,43.3116595862325,29.38115124319,30.1099537348436
28793.2906047687,29522.2731195576,20016.8882066822,20523.6715995029,13915.5964831771,14267.9086470884,9674.0224296185,9918.94730797538,6725.31070313092,6895.58071416929,4675.38755287246,4793.75803795141,3250.29574609517,3332.5860546021,2259.58218813193,2316.78981780118,1570.84525956045,1610.6155915929,1092.04030835609,1119.68835668665,759.178555504678,778.399279532447,527.775462799338,541.13757168076,366.905699737378,376.194941573483,255.070199333912,261.528013340323,177.32296509651,181.812390872822,123.273647931939,126.394664390605,85.6989520008129,87.8686601596288,59.5772940709317,61.0856595527482,41.4177056538638,42.4663104708255,28.7932906047687,29.5222731195576
28228.4786177737,28957.6411568231,19624.2349821286,20131.1435265183,13642.6267900715,13995.025958452,9484.25586539669,9729.24122863382,6593.38635472855,6763.69841441995,4583.67469622272,4702.07441322234,3186.5376288354,3268.848259163,2215.2580043151,2272.47976156768,1540.03140627453,1579.81155970115,1070.61873952925,1098.27361562228,744.286435173438,763.511905812489,517.422568025251,530.787976716642,359.708441870848,368.999977711073,250.066717512868,256.526126294418,173.844580578715,178.335115031214,120.855500072832,123.977287275197,84.0178730290696,86.1881170033529,58.4086200799702,59.9173580568397,40.6052519142673,41.6541156871064,28.2284786177737,28.9576411568231
27685.3855522684,28414.7281167261,19246.6805953353,19753.7142920919,13380.1537002076,13732.639873612,9301.78646413283,9546.83231263581,6466.53494144708,6636.88905005958,4495.48850752449,4613.91745663115,3125.23122573004,3207.56217800787,2172.63823451669,2229.87411944268,1510.40244933594,1550.19242421933,1050.02090210729,1077.68260600631,729.96696698085,749.197184261445,507.46777689267,520.836485415069,352.787942788026,362.081772646995,245.255636404537,251.716639971392,170.499951650377,174.991594786133,118.530338135965,121.652896086942,82.401437200613,84.5722169937795,57.2848855365438,58.793996010841,39.8240397548614,40.8731624852289,27.6853855522684,28.4147281167261
27162.7820352917,27892.3046263278,18883.370395076,19390.5292450131,13127.5830662095,13480.1562452034,9126.20117885135,9371.30751301338,6344.46931600462,6514.86547381155,4410.62936405599,4529.0875454597,3066.23776050094,3148.58903486109,2131.62640246787,2188.87641515909,1481.89131913755,1521.69111554156,1030.20016978249,1057.86870153189,716.187736653686,735.42270060668,497.888555232354,511.260563607211,346.128536896786,355.424660789413,240.626065402125,247.088663764653,167.281507240108,171.774259066326,116.292898767047,119.416227471648,80.8459854694576,83.0173010849905,56.2035466982427,57.713029672389,39.0723007842474,40.1216824738266,27.1627820352917,27.8923046263278
26659.5297585452,27389.2323773525,18533.5130376219,19040.7970415687,12884.3647516176,13237.0249367775,8957.11755864868,9202.28437887048,6226.9236012881,6397.36180856805,4328.91242996352,4447.39984385796,3009.42873659414,3091.80033317126,2092.13317828998,2149.39731884004,1454.43591419126,1494.24553218096,1011.11337004769,1038.78872969271,702.918730975969,722.158441632811,488.664038072766,502.039346321943,339.715719019224,349.014136960707,236.167920610445,242.632113779212,164.182237096615,168.676097620642,114.138308489883,117.262407953213,79.348129830059,81.5199812715083,55.1622482480188,56.6721037244822,38.3483976029809,39.3980382534875,26.6595297585452,27.3892323773525
26174.5731997879,26904.4558475817,18196.3747315148,18703.783890316,12649.9886298965,13002.7358218096,8794.18096723207,9039.40827392196,6113.65125670155,6284.13151373838,4250.16631200081,4368.68295858331,2954.68500265951,3037.07692159079,2054.07572882277,2111.35399732704,1427.97864948076,1467.79808912245,992.720470214387,1020.40265780112,690.132119511042,709.376576903775,479.774877894828,493.153486040601,333.536038899453,342.836750905277,231.871851508498,238.337639494269,161.195640805061,165.690610034381,112.062048262904,115.186918490167,77.9047286772731,80.0771159482559,54.1588061646077,55.6690341459027,37.6508118952121,38.7007115083942,26.1745731997879,26.9044558475817
25706.9322312236,26436.9949092417,17871.2740989714,18378.8084134877,12423.9810121195,12776.8152113842,8637.06209947231,8882.34989304615,6004.42335169138,6174.94565877421,4174.23185929617,4292.77773876773,2901.89591815757,2984.30815958273,2017.37713756021,2074.66953411582,1402.46605320516,1442.29531456638,974.984297071805,1002.67331264719,677.802059710561,697.05126387182,471.203109145095,484.585017210153,327.577007014139,336.880013100078,227.729175469636,234.196558283376,158.315682265946,162.811760208181,110.059921833222,113.185562829716,76.512864806321,78.6857879105213,53.191192428262,54.7017929169498,36.9781337962221,38.0282923738602,25.7069322312236,26.4369949092417
25255.6955059534,25985.938215456,17557.5775781928,18065.2370493002,12205.9014506883,12558.8226579135,8485.45475937173,8730.80304025296,5899.02702100582,6069.591378429,4100.96108946002,4219.53620202527,2850.95860679709,2933.3911708584,1981.96588564575,2039.27241035161,1377.8484059706,1417.68748912009,957.870286055499,985.566129667343,665.904522538322,685.158473501336,462.932027010699,476.317235018143,321.827010297714,331.132310479827,223.731819174332,230.200796827207,155.536748965697,160.033935628609,108.12802742183,111.254439192952,75.1698257285459,77.3432846697148,52.2575213364078,53.7684943350961,36.3290523791659,37.3794699230728,25.2556955059534,25.985938215456
24820.0145285876,25550.4372708576,17254.6953012965,17762.4799298868,11995.3398737001,12348.3480895058,8339.07386789777,8584.4826365174,5797.26407975507,5967.87048781825,4030.21622578466,4148.82057165191,2801.77728720342,2884.23017404568,1947.77538655772,2005.09603951451,1354.07941730689,1393.92832231464,941.34625636406,969.048928061012,654.41713613301,673.675833931603,454.946078734818,468.334586708161,316.275236585675,325.582830880309,219.872266083715,226.342838587087,152.853615460634,157.351910852124,106.262732337928,109.38991488917,73.8730860234719,76.0470808054275,51.3560372349229,52.8673827462661,35.702347125945,36.753023637966,24.8200145285876,25.5504372708576
24399.098328847,25129.7011051897,16962.0773914424,17469.9871784232,11791.914010737,12145.0092357541,8197.65367340962,8443.12293020622,5698.94977931289,5869.59823832094,3961.86883235602,4080.50241173722,2754.26267165431,2836.73588142488,1914.74356811484,1972.07834942498,1331.11593508075,1370.97466201798,925.382208945297,953.091708776864,643.319045369648,662.582490038238,447.230765984805,460.622573947973,310.911606741609,320.221495165397,216.143509254757,222.615676620191,150.261410574445,154.76081470255,104.460650174833,107.588603511783,72.6202914855681,74.7948221121956,50.4851034970816,51.9968215237805,35.0968802654497,36.1478157474625,24.399098328847,25.1297011051897
23992.2086678036,24722.9914795469,16679.2106302459,17187.2455765402,11595.2670760751,11948.4493109454,8060.94614104227,8306.47588646197,5603.91168762789,5774.60219789098,3895.79903565415,4014.46184876492,2708.33142494225,2790.82495779102,1882.81249628116,1940.16140604886,1308.91768396775,1348.7862329069,909.950144683799,937.666472700344,632.590785464906,651.858977038502,439.772556983507,453.167664960841,305.72671357152,315.038896141383,212.539008873961,219.01277111322,147.755587875896,152.256100748795,102.718620286304,105.847344414648,71.4092448563366,73.5843113315881,49.6431926046047,51.1552831494069,34.5115898779764,35.562784331891,23.9922086678036,24.7229914795469
23598.6557156385,24329.6185641327,16405.6154529863,16913.7755595329,11405.0656797753,11758.3349251514,7928.71950051174,8174.30973500824,5511.98867966831,5682.72124150183,3831.89482271767,3950.58686977728,2663.90567646342,2746.41953254282,1851.92803597388,1909.29107430511,1287.4470296483,1327.32540066303,895.023900471696,922.747056724433,622.214168014665,641.487106528873,432.558807283409,445.95721529966,300.711766746584,310.026243479729,209.052653968052,215.528011093098,145.33189906039,149.833520686399,101.033689281588,104.163184207106,70.2378929598017,72.4134952876964,48.8288772043448,50.3413402700443,33.9454836778992,34.9969371056581,23.5986557156385,24.3296185641327
23217.7941476817,23948.9370342997,16140.8432346018,16649.1285023552,11220.9979409265,11574.3541974718,7800.75693445535,8046.40765848991,5423.03002556551,5593.80463929014,3770.05140722775,3888.77268845912,2620.91257952381,2703.44675898883,1822.0395446961,1879.41671169861,1266.66876582337,1306.55695898859,880.579001143529,908.308985684528,612.172178060213,631.449863551231,425.577688207787,438.979396288119,295.858543055954,305.175313969875,205.678727820088,212.155679843082,142.98636990749,147.489100295064,99.4030943112671,102.533360039838,69.1043150829515,71.2804532675757,48.0408220304523,49.5536576198899,33.3976333980187,34.4493458015967,23.2177941476817,23.9489370342997
22849.0196122573,23580.3425383946,15884.4738341611,16392.8842640912,11042.7717805798,11396.2150489687,7676.8553916919,7922.56660573336,5336.89456560107,5507.71123154274,3710.17065596504,3828.92117159475,2579.28391261627,2661.83841562442,1793.0995953475,1850.49089113079,1246.54992151448,1286.44793690632,866.592525512572,894.329338394757,602.448880957659,621.731313462279,418.818122106997,432.223130276989,291.159341397399,300.478406509878,202.411876679274,208.89042361258,140.715278528212,145.219117685945,97.8242479449322,100.95528448253,68.0067124628044,70.1833865083112,47.2777765958604,48.7909847119233,32.8671697087342,33.9191410901386,22.8490196122573,23.5803425383946
22491.7655296686,23223.2684967431,15636.1133695404,16144.6489626331,10870.1133747201,11223.643655638,7556.82451173879,7802.59621626355,5253.44996253882,5424.30868102871,3652.16056903626,3770.94031929457,2538.95571807775,2621.53054478909,1765.06372502148,1822.46914969681,1227.05958642926,1266.96742412507,853.04298496624,880.786626243388,593.029337978333,612.316517533941,412.269723684485,425.678031970127,286.606941987567,295.928301316673,199.247081404237,205.727223260414,138.515135651629,143.020083588252,96.2947244665704,99.4265318192657,66.9433987590628,69.1206086696725,46.5385685689423,48.0521492145646,32.3532776135442,33.4055079748145,22.4917655296686,23.2232684967431
22145.5001866608,22877.1831961129,15395.3921975154,15904.052954772,10702.7657500409,11056.383044184,7440.48564860439,7686.31784409642,5172.5720229723,5343.47279434687,3595.93480807993,3714.74379320072,2499.86797410131,2582.46312467845,1737.89020699022,1795.30976067065,1208.16875244713,1248.0864125255,839.910213268077,867.660682994821,583.899529699926,603.191456344502,405.922746738854,419.334355166549,282.19456933746,291.518222901548,196.179631723831,202.66136851564,136.382666731174,140.888723455559,94.8122474349974,97.9448256089571,65.9127914062146,68.0905371862144,45.8220977615546,47.3360509397166,31.8551922695767,32.907681612785,22.1455001866608,22.8771831961129
21809.7240950242,22541.5871483169,15161.963077481,15670.7489999186,10540.4875073749,10894.1918154501,7327.67098332663,7573.56367027747,5094.14408036802,5265.08690496898,3541.41226736241,3660.25048758324,2461.96429656519,2544.57977117328,1711.53984341847,1768.97352621881,1189.85016951539,1229.77765205613,827.175266377751,854.932564609577,575.046286362067,594.342960134185,399.768035747568,413.182944344132,277.915858593763,287.241806411475,193.205102837885,199.688434578287,134.314795677643,138.821961198799,93.3746783751582,96.5080273766459,64.9134037518066,67.0916854055511,45.1273306636214,46.6416563773503,31.3721951880723,32.4249435153231,21.8097240950242,22.5415871483169
