theta,E=0.010000,E=0.014384,E=0.020691,E=0.029764,E=0.042813,E=0.061585,E=0.088587,E=0.127427,E=0.183298,E=0.263665,E=0.379269,E=0.545559,E=0.784760,E=1.128838,E=1.623777,E=2.335721,E=3.359818,E=4.832930,E=6.951928,E=10.000000
0.271,389175527.369302,188085817.433521,90900563.452095,43931608.181084,21231839.7607447,10261200.0400213,4959166.39574528,2396730.52321062,1158323.14193325,559809.493868665,270552.023075742,130755.905342952,63193.4168803777,30540.9375319848,14760.222051266,7133.51234795972,3447.57675336795,1666.1897941149,805.257903917755,389.175527369302
0.272,383518591.733935,185351859.904539,89579260.8508162,43293031.8514817,20923220.2754476,10112046.3957508,4887081.47998647,2361892.38629906,1141486.11339971,551672.275435921,266619.362173595,128855.277763748,62274.8568303981,30097.0038678357,14545.6720083274,7029.82180893924,3397.46383921936,1641.97057230173,793.552922972202,383.518591733935
0.273,377964444.536435,182667579.310511,88281966.7656474,42666058.6702284,20620208.5108023,9965602.92375112,4816306.37157959,2327687.27014328,1124955.0193814,543682.913020143,262758.159052983,126989.185231861,61372.9873278649,29661.1366288319,14335.020412389,6928.01536215782,3348.26149370622,1618.19142195782,782.060625497736,377.964444536435
0.274,372510849.972296,180031895.102718,87008158.9749302,42050436.2512399,20322682.4903751,9821810.67366265,4746812.5802271,2294101.40558124,1108723.20533835,535838.190528592,258966.85939872,125156.876557604,60487.4453280435,29233.1603579857,14128.1824663126,6828.05202575015,3299.9499105789,1594.84277086089,770.776385306117,372.510849972296
0.275,367155628.798598,177443754.068257,85757328.4682167,41445918.5933175,20030523.3235027,9680612.18645732,4678572.33638158,2261121.37178438,1092784.18507776,528134.973229529,255243.948216828,123357.619554955,59617.8769705372,28812.9040370359,13925.0755181657,6729.89185461384,3252.50978464809,1571.91528894763,759.695693242824,367.155628798598
0.276,361896656.704156,174902129.542354,84528979.0655836,40852265.8961658,19743615.1163753,9541951.45146526,4611558.57047701,2228734.08622031,1077131.63590297,520570.205407773,251587.948701473,121590.700493959,58763.9373146376,28400.2009585446,13725.6189994065,6633.49591053467,3205.92229734651,1549.39988133574,748.814153814696,361.896656704156
0.277,356731862.732344,172406020.646117,83322627.0492446,40269244.3823531,19461844.885991,9405773.86478989,4545744.8928311,2196926.79493965,1061759.39391924,513140.90809599,247997.421138528,119855.42357082,57925.2900832245,27994.8886021256,13529.734365066,6538.82623327711,3160.16910275712,1527.2876815715,738.127481926507,356.731862732344
0.278,351659227.754663,169954451.54883,82137800.8070219,39696626.125004,19185102.4768809,9272026.18906156,4481105.57419449,2165687.06317569,1046661.44949055,505844.176879021,244470.961844406,118151.110395055,57101.6074149091,27596.8085146567,13337.3450358559,6445.84581260528,3115.23231409112,1505.57004509468,727.631499722592,351.659227754663
0.279,346676782.993289,167546470.753904,80974040.4872521,39134188.8810175,18913280.4805048,9140656.51448204,4417615.52692382,2135002.76624542,1031831.94284218,498677.179768622,241007.202138946,116477.099493089,56292.5696241279,27205.8061943353,13148.3763421326,6354.51856120141,3071.09449059957,1484.23854291298,717.322133529782,346.676782993289
0.28,341782608.590831,165181150.407656,79830897.6647229,38581715.9296167,18646274.157223,9011614.2211142,4355250.28675661,2104862.08074143,1017265.15980383,491637.155146147,237604.80735112,114832.745827725,55497.8649689035,26821.7309784385,12962.7554696532,6264.80928844986,3027.73862490345,1463.28495547875,707.195410898039,341.782608590831
0.281,336974832.225645,162857585.630096,78707935.017248,38038995.9160399,18383981.3607537,8884849.94237258,4293985.9951665,2075253.47600438,1002955.52768827,484721.409770733,234262.47585641,113217.420332913,54717.1894260024,26444.4359346585,12780.4114070585,6176.68367505604,2985.14813072708,1442.70126676069,697.247457735349,336.974832225645
0.282,332251627.771087,160574893.866957,77604726.0125068,37505822.700192,18126302.4650269,8760315.52967261,4233799.38227845,2046165.70586599,988897.611300827,477927.316850714,230978.938144728,111630.509463285,53950.2464732281,26073.7777558863,12601.2748950222,6090.10824847081,2943.30683102098,1422.47965850361,687.474495533532,332.251627771087
0.283,327611213.997169,158332214.262212,76520854.6047865,36981995.2100826,17873140.2933524,8637964.01819779,4174667.75032429,2017587.80065325,975086.10907506,471252.314176013,227752.955917817,110071.414757932,53196.7468785982,25709.6166583224,12425.2783770094,6005.05035909208,2902.19894646023,1402.61250466987,677.872838681789,327.611213997169
0.284,323051853.313127,156128707.050365,75455914.9412822,36467317.2998821,17624400.0498191,8517749.59374562,4116568.95761955,1989509.05944453,961515.849330193,464693.902309389,224583.321215095,108539.552417931,52456.4084961662,25351.8162827993,12252.3559515857,5921.47815721631,2861.80908430528,1383.09236605583,668.438891864899,323.051853313126
0.285,318571850.549476,153963552.967833,74409511.0776182,35961597.6124361,17379989.2528492,8399627.5606147,4059481.40304355,1961919.04256888,948181.786646091,458249.642834488,221468.85556695,107034.352897139,51728.9560682546,25000.2435992017,12082.4433262242,5839.36057071384,2822.12222761265,1363.91198507747,659.169147543131,318.571850549476
0.286,314169551.778186,151835952.682733,73381256.702273,35464649.4460811,17139817.6708312,8283554.31049668,4003384.01100508,1934807.56434011,935078.998351669,451917.156658717,218408.409174528,105555.260505793,51014.1210338766,24654.7688138781,11915.4777725587,5758.66728340288,2783.12372478316,1345.0642807191,650.06018351101,314.169551778186
0.287,309843343.169636,149745126.24247,72370774.8695978,34976290.6256148,16903797.2597607,8169487.2923384,3948256.216877,1908164.68601737,922202.681122815,445694.122369039,215400.860115103,104101.733026464,50311.6413431324,24315.2652799401,11751.3980830316,5679.36871409779,2744.79927943616,1326.5423436397,641.108660532213,309.843343169636
0.288,305591649.885108,147690312.538477,71377697.7411319,34496343.3772751,16671842.1028187,8057384.98314063,3894077.95288343,1881980.70898459,909548.147686035,439578.274638876,212445.113572142,102673.241341962,49621.2612773743,23981.6094103491,11590.1445288893,5601.43599630863,2707.13494059843,1308.33943143123,632.311320047975,305.591649885108
0.289,301412935.003567,145670768.78754,70401666.3349297,34024634.2075921,16443868.3518215,7947206.8596611,3840829.6344241,1856246.16814107,897110.823624194,433567.402684338,209540.101089215,101269.269074745,48942.7312749395,23653.6805936946,11431.6588194785,5524.8409585693,2670.11709319693,1290.44896402388,623.664981956458,301.412935003567
0.29,297305698.481573,143685770.029129,69442330.2826245,33560993.7859783,16219794.1704773,7838913.37099097,3788492.14682067,1830951.82549612,884886.244280837,427659.348768105,206684.779846928,99889.3122374762,48275.8077622635,23331.361112572,11275.8840627986,5449.55610537289,2633.73244884499,1272.86451923306,615.166542460655,297.305698481573
0.291,293268476.145181,141734608.63819,68499347.5939643,33105256.8309308,15999539.6793889,7732465.91197474,3737046.8324708,1806088.66396069,872870.051759729,421852.006749328,203878.1319621,98532.8788943157,47620.2529901867,23014.536064471,11122.7647272682,5375.55459869339,2597.96803691187,1255.57982844343,606.812971982498,293.268476145181
0.292,289299838.712743,139816593.852875,67572384.4285663,32657261.9997214,15783026.9027414,7627826.79744502,3686475.478396,1781647.88132933,861057.992016381,416143.320677984,201119.163808429,97199.4888326022,46975.8348752801,22703.0932850894,10972.2466046624,5302.81024007393,2562.81119586612,1238.58877242516,598.601313140903,289.299838712743
0.293,285398390.847565,137931051.316691,66661114.874643,32216851.7814568,15570179.7166187,7524959.23724429,3636760.30416978,1757620.88444595,849445.912038407,410531.283432158,198406.905357895,95888.6732445613,46342.3268460167,22396.9232739889,10824.2767741833,5231.29745326202,2528.24956488334,1221.88537727806,590.528678791578,285.398390847565
0.294,281562770.239402,136077322.634603,65765220.7344659,31783872.3933947,15360923.7988943,7423827.31200727,3587883.95021348,1733999.2835473,838029.757111751,405013.935396832,195740.40954223,94599.974418706,45719.5076936279,22095.9191225148,10678.8035676238,5160.99126737368,2494.2710757095,1205.46381049913,582.59225012652,281.562770239401
0.295,277791646.713829,134254764.94259,64884391.3163388,31358173.6804057,15155186.5806417,7324395.94967803,3539829.46644715,1710774.88677797,826805.568169843,399589.363182753,193118.751633756,93332.9454406006,45107.1614274847,21799.9764439028,10535.776535589,5091.86730056827,2460.86394477111,1189.31837716953,574.78927483117,277.791646713829
0.296,274083721.368543,132462750.490231,64018323.2328621,30939609.017476,14952897.1990147,7226630.90273729,3492580.30128362,1687939.69487136,815769.479222939,394255.698384047,190541.028644949,92087.1499026739,44505.0771348523,21508.9933054996,10395.1464147386,5023.90174421711,2428.01666552403,1173.44351625672,567.117065297308,274.083721368543
0.297,270437725.735694,130700666.235861,63166720.2052767,30528035.2151483,14753986.4515474,7130498.72611612,3446120.2909544,1665485.89599092,804917.714864928,389011.116373279,188006.358746097,90862.1616227783,43913.0488448719,21222.870163026,10256.865096017,4957.0713475492,2395.71800103282,1157.83379702822,559.572996889802,270.437725735694
0.298,266852420.969384,128967913.453901,62329292.8736865,30123312.4278035,14558386.7518276,7035966.75577298,3400433.64915609,1643405.86072633,794246.587855034,383853.835132703,185513.880700458,89657.5643712034,43330.8753966283,20941.5097968149,10120.8855938373,4891.35340275818,2363.95697677309,1142.48391557293,552.154506265427,266.852420969384
0.299,263326597.057487,127263907.353933,61505758.6129616,29725304.0646877,14366032.0864969,6943003.0879123,3355504.95700684,1621692.13723958,783752.496771921,378782.114120513,183062.753316316,88472.9516058625,42758.3603111669,20664.8172499584,9987.16201618834,4826.72573055519,2332.72287364925,1127.38869142675,544.859089742016,263.326597057487
0.3,259859072.05699,125588076.711142,60695841.354135,29333876.7035953,14176857.9735341,6851576.55882301,3311319.15330251,1600337.44655575,773431.9237378,373794.253170914,180652.154915405,87307.9262153811,42195.3116673307,20392.6997683002,9855.64953563332,4763.1666661528,2302.00522122069,1112.54306429875,537.684301716271,259.85907205699
0.301,256448691.352078,123939863.507761,59899271.4111115,28948900.0071177,13990801.4217789,6761656.72531681,3267861.52506257,1579334.67799401,763281.432210223,368888.591426914,178281.282817127,86162.1002698257,41641.5419812892,20125.0667422128,9726.30436117148,4700.6550456658,2271.79379112931,1097.94209089484,530.627753128638,256.448691352078
0.302,253094326.934204,122318722.585128,59115785.3125135,28570246.6413763,13807800.891656,6673213.84574624,3225117.69835627,1558676.8847339,753297.664839327,364063.506304747,175949.352838067,85035.0947788225,41096.8680896387,19861.8296501009,9599.08371093336,4639.17019291515,2242.07859072204,1083.58094183549,523.687109973679,253.094326934204
0.303,249794876.70344,120724121.306036,58345125.6384945,28197792.1971548,13627796.2570592,6586218.86158364,3183073.62939992,1538357.27951272,743477.341388401,359317.412488894,173655.598806293,83926.539456822,40561.1110359561,19602.9020035738,9473.94578568308,4578.69190662172,2212.84985686159,1069.45489866455,516.860091854461,249.79487670344
0.304,246549263.790393,119155539.227019,57587040.8623584,27831415.1133559,13450728.7683581,6500643.37954247,3141715.59591621,1518369.23044959,733817.256715676,354648.760956696,171399.272089962,82836.0724952765,40034.0959606944,19348.1992942323,9350.84974310079,4519.20044797728,2184.09804991964,1055.55935094622,510.144470579517,246.549263790393
0.305,243356435.898029,117612467.780263,56841285.1968281,27470996.6027031,13276541.0164906,6416459.65422355,3101030.18874727,1498706.25699205,724314.278815359,350056.038031604,169179.641139756,81763.3403415045,39515.6519943091,19097.6389420174,9229.75567282016,4460.67652858018,2155.81384794624,1041.88979344711,503.538068800982,243.356435898029
0.306,240215364.662756,116094409.964817,56107618.4448112,27116420.5796175,13105176.8981063,6333640.57126897,3061004.30371307,1479362.02598131,714965.346915987,345537.764464122,166995.991044714,80707.9974840255,39005.612153512,18851.140245071,9110.62457219605,4403.10129872412,2127.98814100984,1028.44182340085,497.038758692585,240.215364662756
0.307,237125045.034132,114600880.046814,55385805.8545183,26767573.5901966,12936581.5817256,6252159.6310072,3021625.13370723,1460330.34783221,705767.469634229,341092.494539554,164847.623101008,79669.706244154,38503.8132405501,18608.6243310574,8993.41832277893,4346.45633602836,2100.61202570233,1015.21113785242,490.644460666181,237.125045034132
0.308,234084494.672607,113131403.268403,54675617.9787921,26424344.7442302,12770701.4748835,6171990.93257371,2982880.16102262,1441605.1728242,696717.723182354,336718.815211686,162733.854393261,78648.1365736524,38010.0957454126,18370.0141099012,8878.09966747313,4290.72363439848,2073.67679980389,1002.19353107969,484.353142125604,234.084494672607
0.309,231092753.36472,111685515.565116,53976830.5385125,26086625.6491841,12607484.1922243,6093109.15849163,2944757.14989927,1423180.58749985,687813.249627636,332415.34526157,160654.017387991,77642.9658582455,37524.3037508709,18135.2342278935,8764.63218835681,4235.8855933069,2047.17395710234,989.384892089648,478.162816256611,231.09275336472
0.31,228148882.455177,110262763.291397,53289224.2899474,25754310.3460919,12446878.5245189,6015489.55969768,2907244.13928756,1405050.81116734,679051.255202039,328180.734480604,158607.4595388,76653.8787268111,37046.2848402618,17904.2110231243,8652.98028514272,4181.92500738316,2021.09518236214,976.78120218697,472.071540851788,228.148882455177
0.311,225251964.295281,108862702.954035,52612584.895921,25427295.247292,12288834.4085729,5939107.94099932,2870329.43581973,1387210.19250357,670429.008660547,324013.662877124,156593.542902925,75680.5668660627,36575.8900079246,17676.8724821973,8543.10915425883,4128.82505630367,1995.43234643827,964.378532612572,466.077417169275,225.251964295281
0.312,222401101.707199,107484900.953239,51946702.8006801,25105479.0759507,12133302.8979992,5863940.64694908,2834001.60698303,1369653.20625492,661943.839686616,319912.839905774,154611.643768798,74722.7288405507,36112.9735722095,17453.1481981874,8434.98476852939,4076.56929497179,1970.17750153023,952.173042249919,460.178588824249,222.401101707199
0.313,219595417.46354,106128933.331133,51291373.1083398,24788762.8073162,11980236.1348261,5789964.54812311,2798249.47448826,1352374.45003218,653593.137343239,315877.003718912,152661.152294257,73780.0699178122,35657.3930909733,17232.9693298004,8328.57385743721,4025.14164397865,1945.32287657188,940.160975396965,454.37324071211,219.59541746354
0.314,216834053.781782,104794385.527407,50646395.464795,24477049.6116471,11829587.321915,5717157.02779082,2763062.10782733,1335368.64119705,645374.34856817,311904.920439365,150741.472155072,72852.3018985071,35209.0092794854,17016.2685616978,8223.84388794872,3974.52638033609,1920.86087275274,928.338659601607,448.659597962377,216.834053781782
0.315,214116171.833067,103480852.141926,50011573.9429885,24170244.7987636,11681310.6961626,5645495.9689636,2728428.81801392,1318630.613837,637284.976711929,307995.383453858,148852.020203465,71939.1429513819,34767.685930667,16802.9800659486,8120.76304588414,3924.70812847296,1896.78405916653,916.70250355868,443.035924922317,214.116171833067
0.316,211440951.264915,102187936.704059,49386716.9314301,23868255.7641692,11535361.5024618,5574959.74181041,2694339.15150157,1302155.31582597,629322.580117229,304147.212726455,146992.2261363,71040.3174529101,34333.2898375906,16593.039464574,8019.3002178154,3875.67185148651,1873.08516858305,905.248995066532,437.500524169373,211.440951264915
0.317,208807589.737418,100915251.448525,48771637.025865,23570991.9366949,11391695.9683984,5505527.19142884,2660782.88427355,1285937.80596798,621484.770738526,300359.254131406,145161.532172653,70155.555831462,33905.6907181682,16386.3837931496,7919.4249734755,3827.40284264101,1849.75709333952,893.974699041317,432.051735551486,208.807589737418
0.318,206215302.472494,99662417.0975536,48166150.9239917,23278364.727617,11250271.2796602,5437177.62596053,2627750.01609905,1269973.25122125,613769.212800446,296630.378804765,143359.392740454,69284.5944158625,33484.7611419602,16182.9514654332,7821.1075486631,3779.88671710558,1826.79288134753,882.876255587208,426.687935254442,206.215302472494
0.319,203663321.815792,98429062.6491513,47570079.3231357,22990287.481204,11111045.5561368,5369890.80504019,2595230.76495072,1254256.9240002,606173.621493857,292959.482514221,141585.274171931,68427.1752881998,33070.3764590391,15982.6822389841,7724.31882862701,3733.10940392406,1804.18573221212,871.950378120767,421.407534895393,203.663321815792
0.32,201150896.810863,97214825.1713046,46983246.8207864,22706675.4266459,10973977.8286871,5303646.92856779,2563215.56157835,1238784.19955297,598695.761708445,289345.485046549,139838.654407568,67583.0461407519,32662.414730843,15785.5171817463,7629.03033191554,3687.05713820958,1781.92899345949,861.19385154781,416.208980641748,201.150896810863
0.321,198677292.785196,96019349.6019148,46405481.8179087,22427445.6313263,10839028.0165561,5238426.62579402,2531695.04423393,1223550.55341204,591333.446800627,285787.329612161,138119.022708328,66751.9601369059,32260.7566629589,15591.3986395619,7535.21419467652,3641.71645355673,1760.01615686986,850.60353049112,411.090752354642,198.677292785196
0.322,196241790.947781,94842288.5543006,45836616.4249427,22152516.955392,10706156.9054188,5174210.94470921,2500660.05354341,1208551.55891584,584084.537395739,282283.982266206,136425.87937588,65933.6757759433,31865.2855397743,15400.2702045898,7442.84315539376,3597.07417466494,1738.44085491237,840.176337567452,406.051362756221,196.241790947781
0.323,193843687.997815,93683302.128091,45276486.3704105,21881810.0075839,10575326.1260334,5110981.34172647,2470101.62752059,1193782.88479896,576946.94022343,278834.431345726,134758.735480572,65127.9567615748,31475.8871609409,15212.0766845983,7351.89054004677,3553.11741016617,1717.19685727878,829.909261712301,401.089356620014,193.843687997815
0.324,191482295.744237,92542057.7253462,44724930.9120478,21615247.1022869,10446498.1334843,5048719.67164995,2440010.99671891,1179240.29284904,569918.606985235,275437.686922363,133117.112596935,64334.5718741087,31092.4497795948,15026.7640731077,7262.33024768059,3509.83354565099,1696.27806751302,819.799356550972,396.203309983686,191.482295744237
0.325,189156940.735731,91418229.8717437,44181792.7503854,21352752.2177648,10319636.1869965,4987408.17791949,2410379.57951672,1164919.63562822,562997.533253362,272092.780270148,131500.542546466,63553.2948461405,30714.8640422779,14844.2795203545,7174.13673637326,3467.21023688669,1675.67851973352,809.843738814528,391.391829383474,189.156940735731
0.326,186866963.900903,90311500.0426769,43646917.9447027,21094250.9555414,10194704.3303057,4927029.48312328,2381198.97753211,1150816.85425711,556181.757399719,268798.763347908,129908.56714748,62783.9042416584,30343.0229305105,14664.571305054,7087.2850095887,3425.23540322176,1655.39237544569,800.039586799263,386.653551109661,186.866963900903
0.327,184611720.19831,89221556.4941157,43120155.831285,20839670.5008944,10071667.3725644,4867566.5797703,2352460.97116332,1136927.97625951,549469.359554276,265554.708295852,128340.737971812,62026.1833384585,29976.8217039632,14487.5888069357,7001.75060290334,3383.89722117096,1635.41392044161,790.384138868342,381.987140482431,184.61172019831
0.328,182390578.276039,88148094.0980858,42601358.9439107,20588939.5844276,9950490.86977068,4809002.82131469,2324157.51525086,1123249.11346597,542858.46059186,262359.706945891,126796.616108162,61279.920013771,29616.1578451813,14313.282480029,6917.50957109516,3343.18411817554,1615.73756178434,780.874691994373,377.391291147501,182.390578276039
0.329,180202920.140561,87090814.182625,42090382.9365042,20341988.4446896,9831141.10670175,4751321.91342446,2296280.73485777,1109776.45997439,536347.221146534,259212.870345301,125275.771931879,60544.9066329994,29260.9310058127,14141.6038266754,6834.53847558414,3303.08476653327,1596.35782487444,771.50860034163,372.864724390923,180.202920140562
0.33,178048140.834561,86049424.3760833,41587086.5078866,20098748.7918065,9713585.07933791,4694507.90548715,2268822.9211643,1096506.29016596,529933.840652723,256113.328293301,123777.784880995,59820.9399414789,28911.0429542958,13972.5053722463,6752.81437221354,3263.58807749328,1577.26935059595,762.283273886761,368.40618847248,178.048140834561
0.331,175925648.123492,85023638.4556359,41091331.3285635,19859153.7720985,9597790.47776213,4638545.18234526,2241776.52747378,1083434.95677484,523616.55641228,253060.228890172,122302.24323832,59107.8209591635,28566.3975249627,13805.9406405453,6672.31479936182,3224.68319551056,1558.46689253972,753.196177076815,364.014457977118,175.925648123492
0.332,173834862.190582,84013176.1998816,40602981.9694864,19623137.9336515,9483725.66952086,4583418.45625465,2215134.1653261,1070558.88900979,517393.64268672,250052.738098544,120848.743919411,58405.3548781538,28226.9005685144,13641.8641298731,6593.01776637511,3186.35949265551,1539.9453143015,744.244827523459,359.688333183874,173.834862190582
0.333,171775215.340042,83017763.2454061,40121905.8327314,19390637.1928136,9371359.6834323,4529112.75905921,2188888.60071584,1057874.59072646,511263.409813863,247090.039316472,119416.892266246,57713.3509629806,27892.4599038293,13480.2312897367,6514.90174231095,3148.60656317384,1521.69958685284,735.426794732321,355.426639451774,171.775215340042
0.334,169746151.708234,82037130.9471912,39647973.0840351,19161588.8015912,9260662.19382882,4475613.43457535,2163032.75041172,1045378.63864858,505224.203348171,244171.33296197,118006.301846428,57031.6224535626,27562.9852710631,13320.9984981828,6437.94564498367,3111.4142181923,1503.72478598236,726.7396988664,351.228226622195,169.746151708234
0.335,167747126.982561,81071016.2427555,39181056.5871355,18935931.3159158,9151603.50522074,4422906.13118005,2137559.67837445,1033067.68063676,499274.403224058,241295.836068642,116616.594257759,56359.9864707576,27238.388286002,13164.1230397377,6362.12883030276,3074.77248056594,1486.01608980554,718.181209542536,347.091968437216,167.747126982561
0.336,165777608.127847,80119161.5199168,38721031.839862,18713604.5647569,9044154.5373688,4370976.79459656,2112462.59227012,1020938.43400339,493412.422941508,238462.781892097,115247.398938026,55698.2639244326,26918.5823956341,13009.5630839345,6287.43108189539,3038.67157986282,1468.56877634076,709.749044659958,343.016761973452,165.777608127847
0.337,163837073.119989,79181314.4880684,38267776.9119246,18494549.6200558,8938286.81075335,4319811.6608717,2087734.84007617,1008987.68387239,487636.708773334,235671.419526825,113898.352979832,55046.2794239751,26603.4828349,12857.2776644112,6213.83260100463,3003.10194748183,1451.37822114986,701.440969259967,339.001527090957,163.837073119989
0.338,161925010.686671,78257228.0528665,37821172.3843504,18278708.7674562,8833972.43242857,4269397.24953933,2063369.90677737,997212.281582333,481945.738993439,232921.01353322,112569.100950348,54403.8611911773,26293.0065845901,12707.2266585632,6141.3139966555,2968.05421190004,1434.43989504119,693.254794415828,335.04520589671,161.925010686671
0.339,160040920.054923,77346660.194228,37381101.2905219,18066025.4778077,8731184.08225045,4219720.35696445,2039361.41114903,985609.143131851,476338.023125472,230210.843574458,111259.294715811,53770.840975421,25987.0723303545,12559.3707677322,6069.85627608069,2933.51919404549,1417.74936183331,685.188376152002,331.146762222288,160.040920054923
0.34,158184310.705332,76449373.847543,36947449.0587667,17856444.3794203,8629894.9994675,4170768.04986257,2015703.10262498,974175.247665913,470812.101211272,227540.204062946,109968.59327066,53147.0539710971,25685.600422792,12413.6714979183,5999.44083539856,2899.48790279199,1401.30227617764,677.239614391834,327.305181115297,158.184310705332
0.341,156354702.13271,75565136.7880055,36520103.4564563,17649911.2310476,8530078.96966373,4122527.65898928,1992388.85824777,962907.636001911,465366.543098528,224908.403816048,108696.662571149,52532.3387371934,25388.5128385877,12270.0911409977,5930.04945053593,2865.9515305721,1385.09438143829,669.406451932894,323.519468344151,156.35470213271
0.342,154551623.613026,74693721.5179753,36098954.5355681,17446372.8955774,8431710.31204346,4074986.77299521,1969412.67969885,951803.409194319,459999.947747091,222314.765720834,107443.175373321,51926.5371189893,25095.7331426682,12128.5927564328,5861.66426838866,2832.90144910512,1369.12150762739,661.686873449134,319.788649915832,154.551623613026
0.343,152774613.976427,73834905.1572799,35683894.5796695,17245777.3144092,8334763.86704828,4028133.23244129,1946768.69040613,940859.727136851,454710.942553406,219758.626407582,106207.811075219,51329.4941717944,24807.1864513458,11989.1401534596,5794.26779821299,2800.32920523662,1353.37956939436,654.078904519125,316.111771606236,152.774613976427
0.344,151023221.386168,72988469.3363727,35274818.0522823,17048073.4824992,8239214.98429635,3981955.12396993,1924451.132727,930073.807200999,449498.182692526,217239.335931776,104990.255563193,50741.058086673,24522.7993964208,11851.6978737391,5727.84290324103,2768.22651688622,1337.86456406756,646.580610679572,312.487898502749,151.023221386168
0.345,149297003.123283,72154200.0922654,34871621.5465866,16853211.4240529,8145039.51083481,3936440.77462752,1902454.36520442,919442.922909925,444360.350477218,214756.257464369,103790.201062205,50161.0801180972,24242.5000902172,11716.2311744589,5662.37279251396,2736.58526910067,1322.57256974667,639.190096503421,308.916114558698,149.297003123283
0.346,147595525.376826,71331887.7671545,34474203.7364288,16661142.168847,8052213.77969636,3891578.74633387,1880772.85989401,908964.402646683,439296.154733647,212308.766990054,102607.345990012,49589.4145134721,23966.2180915228,11582.7060118726,5597.84101292659,2705.39751020901,1307.49974344459,631.905504701815,305.395522159334,147.595525376826
0.347,145918363.03953,70521326.9096636,34082465.3285917,16471817.7291624,7960714.59875115,3847357.8304944,1859401.19976022,898635.628395777,434304.330193188,209896.253013331,101441.394815103,49025.9184444809,23693.8843724085,11451.0890252635,5534.23144147733,2674.65544807704,1292.64231927722,624.72501524924,301.925241699025,145.91836303953
0.348,144265099.508727,69722316.1786287,33696309.0162955,16285191.0773113,7870519.23984566,3803767.04275108,1838334.07613944,888454.034517115,429383.636899884,207518.116272136,100292.057918306,48470.4519401969,23425.4312859017,11321.3475213219,5471.52827771759,2644.35144645818,1277.99660669987,617.646844531189,298.504411169321,144.265099508727
0.349,142635326.492368,68934658.2493518,33315639.4338902,16101216.1237402,7781605.42822029,3760795.61786799,1817566.28626824,878417.106551432,424532.859633113,205173.769458821,99159.0514579284,47922.8778219114,23160.7925344896,11193.4494589221,5409.71603639494,2614.47802143797,1263.55898878888,610.669244513693,295.132185757599,142.635326492368
0.35,141028643.820022,68158159.7222547,32940363.1127088,15919847.6956944,7693951.33219784,3718433.00474783,1797092.7308749,868522.380056281,419750.807345031,202862.636948271,98042.09723837,47383.0616396311,22899.9031394282,11067.3634342907,5348.77954028468,2585.02783796958,1249.32592056729,603.790501934116,291.807737455981,141.028643820022
0.351,139444659.258685,67392631.0338632,32570388.4380467,15741041.5164264,7607535.55313503,3676668.8615756,1776908.41183239,858767.439471726,415036.312612374,200584.154532966,96940.9225820722,46850.871610194,22642.699410835,10943.0586665515,5288.70391320414,2555.99370649771,1235.29392737319,597.008937512594,288.530254680221,139.444659258685
0.352,137882988.333284,66637886.3700563,32205625.6072354,15564754.1849329,7522337.11562983,3635493.0510858,1757008.42987101,849149.917014906,410388.231102203,198337.769164781,95855.2602047335,46326.178556962,22389.1189185416,10820.5049836399,5229.47457320494,2527.36857966843,1221.45960326957,590.322905183536,285.298941898304,137.882988333284
0.353,136343254.151732,65893743.5815177,31845986.588781,15390943.156207,7438335.4579772,3594895.63594985,1737387.98234917,839667.491602644,405805.441051212,196122.938703335,94784.8480936901,45808.8558510425,22139.1004636878,10699.6728085735,5171.07722593786,2499.14554912249,1207.81960949461,583.730791346641,282.11301926846,136.343254151732
0.354,134825087.234411,65160024.1013257,31491385.0825361,15219566.7219896,7355510.42286641,3554866.87428007,1718042.36108052,830317.887801326,401286.842758206,193939.131670712,93729.4293893734,45298.7793539979,21892.5840510326,10580.5331460709,5113.49785818568,2471.31784236975,1194.37067295107,577.231014136851,278.971722286342,134.825087234411
0.355,133328125.347957,64436552.8646229,31141736.4808763,15050583.992006,7273842.24831299,3515397.21524726,1698966.95021594,821098.874803265,396831.358089394,191785.827012373,92688.7522697588,44795.8273620004,21649.5108619652,10463.0575695079,5056.72273155918,2443.87881974255,1181.10958473388,570.822022712731,275.874301441105,133.328125347957
0.356,131852013.343232,63723158.2303073,30796957.8308545,14883954.8756756,7193311.558819,3476477.2948084,1680157.22417877,812008.265428833,392437.929996121,189662.513864076,91662.5698377226,44299.8805513925,21409.8232281942,10347.2182082015,5000.73837635174,2416.82197142566,1168.03319869477,564.502296562762,272.820021880137,131.852013343232
0.357,130396402.99735,63019671.9046882,30456967.7973038,14719640.0642796,7113899.35675491,3438097.93154169,1661608.74565189,803043.915153627,388105.522044702,187568.691324652,90650.6400112239,43810.8219256126,21173.4646060976,10232.9877350138,4945.53158554819,2390.14091456076,1155.13843004282,558.270344829026,269.808163082208,130.39640299735
0.358,128960952.85967,62325928.8670524,30121686.626865,14557601.0135758,7035587.01395734,3400250.12258571,1643317.16361518,794203.721159977,383833.117958027,185503.868234463,89652.7254162364,43328.5367634499,20940.3795517145,10120.3393542651,4891.08940898353,2363.82939042346,1142.42225398022,552.124705647829,266.838018538792,128.96095285967
