theta,E=0.010000,E=0.014384,E=0.020691,E=0.029764,E=0.042813,E=0.061585,E=0.088587,E=0.127427,E=0.183298,E=0.263665,E=0.379269,E=0.545559,E=0.784760,E=1.128838,E=1.623777,E=2.335721,E=3.359818,E=4.832930,E=6.951928,E=10.000000
0.359,127545328.10162,61641767.2970875,29791036.1129097,14397799.9268465,6958356.26353624,3362925.03967995,1625278.21143193,785485.62141212,379619.721168596,183467.562959389,88668.5932823496,42852.9125685887,20710.5136963604,10009.2467899495,4837.3991476474,2337.88126167064,1129.88170437183,546.063945506761,263.908895443342,127.54532810162
0.36,126149200.370268,60967028.5041115,29464939.5613386,14240199.7383683,6882189.19188616,3326114.02530383,1607487.70498285,776887.593754392,375464.354382685,181459.30318019,87698.0153409699,42383.8390204103,20483.8137228499,9899.6842742432,4784.44834813032,2312.29050965637,1117.51387244808,540.086658617773,261.020114388301,126.149200370268
0.361,124772247.645517,60301556.8580583,29143321.7572264,14084764.0972926,6807068.2308955,3289808.5889116,1589941.5408464,768407.65503179,371366.059155316,179478.625687095,86740.7677260462,41921.2079260138,20260.2273423086,9791.62653629812,4732.22479720768,2287.05123181441,1105.31590553986,534.191466305793,258.171009069625,124.772247645517
0.362,123414154.100842,59645199.7221714,28826108.9322934,13931457.3519244,6732976.15034883,3254000.40326033,1572635.69452415,760043.860232306,367323.895475752,177525.076179473,85796.6308772529,41464.9131734254,20039.70327156,9685.04879131275,4680.71651655782,2262.15763910546,1093.28500584489,528.377016412484,255.360925998622,123.414154100842
0.363,122074609.967458,58997807.3873579,28513228.7331794,13780244.5343896,6659896.05051645,3218681.30082855,1555566.21870998,751794.301650417,363336.941363224,175598.209070449,84865.389445562,41014.8506859625,19822.1912110694,9579.92672987282,4629.91175761042,2237.60405352743,1081.41842922434,522.64198271471,252.589224220902,122.074609967458
0.364,120753311.401832,58359233.0081586,28204610.1904985,13631091.3456789,6587811.35492653,3183843.27032308,1538729.24160176,743657.108071172,359404.292472599,173697.587296331,83946.8322011395,40570.9183777196,19607.6418234308,9476.23650755426,4579.79899652166,2213.38490568701,1069.7134840293,516.985064357317,249.855275042244,120.753311401832
0.365,119449960.356454,57729332.5402902,27900183.6886533,13483964.1410599,6516705.80331455,3149478.45327149,1522120.9652546,735630.443974297,355525.061709735,171822.782130706,83040.7519435018,40133.0161101486,19396.0067123825,9373.95473478137,4530.36692927277,2189.49473243079,1058.16752995583,511.404985299832,247.15846176119,119.449960356454
0.366,118164264.453756,57107964.6797148,27599880.9363881,13338829.915845,6446563.44474529,3115579.14069808,1505737.66397432,727712.508757786,351698.378856242,169973.3730031,82146.9454138715,39701.0456497003,19187.2384023354,9273.05846693319,4481.60446688852,2165.92817453438,1046.77797692817,505.900493776713,244.498179408186,118.164264453756
0.367,116895936.863127,56494990.8031979,27303634.9380608,13195656.2915079,6377368.63090279,3082137.7698809,1489575.68275015,719901.535980437,347923.390203411,168148.947322046,81265.2132096726,39274.9106265007,18981.2903184019,9173.52519469135,4433.50073077237,2142.67997444798,1035.54228400918,500.470361770761,241.873834491086,116.895936863127
0.368,115644696.180904,55890274.9103135,27011379.9656142,13054411.5021368,6309106.0095436,3049146.9211878,1473631.43572565,712195.792622839,344199.25819505,166349.100302482,80395.3597011072,38854.5164940334,18778.1167669099,9075.332834623,4386.04504815526,2119.74497409675,1024.45795833727,495.113384499366,239.284844746859,115.644696180904
0.369,114410266.313293,55293683.566856,26723051.5312277,12915064.3812181,6241760.51810901,3016599.31498923,1457901.40470663,704593.578366291,340525.161078993,164573.434797318,79537.1929497575,38439.7704897999,18577.6729163912,8978.45971999225,4339.2269476549,2097.11811273468,1013.5225540892,489.828379913216,236.730638899319,114.410266313293
0.37,113192376.362111,54705085.8496241,26438586.3606312,12777584.3487385,6175317.37749196,2984487.80864585,1442382.13770533,697093.224889185,336900.292567044,162821.561133094,78690.5246291588,38030.5815969337,18379.9147790291,8882.88459179417,4293.03615494252,2074.79442485035,1002.73367146794,484.614188207146,234.210656422722,113.192376362111
0.371,111990760.513297,54124353.2925361,26157922.3670638,12641941.3985995,6109762.08595438,2952805.39356881,1427070.24751965,689693.095180378,333323.86150314,161093.096949603,77855.1699472906,37626.8605067404,18184.7991925547,8788.58659000526,4247.46258851427,2052.76903812329,992.088955714989,479.469671342804,231.72434731107,111.990760513297
0.372,110805157.928102,53551359.8340445,25880998.625859,12508106.0863348,6045080.41319109,2921545.1923509,1411962.41034666,682391.582869104,329795.091539494,159387.667043376,77030.9475709338,37228.5195821401,17992.2838025786,8695.54524504466,4202.49635556452,2031.03717142954,981.586096146505,474.393712582804,229.271171852975,110.805157928102
0.373,109635312.636897,52985981.7658127,25607755.3496408,12376049.5171227,5981258.39453634,2890700.45596658,1397055.36442941,675187.111570975,326313.220820529,157704.903214928,76217.6795518455,36835.4728219886,17802.3270453477,8603.74046944044,4158.12774795822,2009.59413289516,971.22282521254,469.385216036077,226.850600411929,109.635312636897
0.374,108480973.435518,52428097.6826216,25338133.8641136,12245743.3340853,5918282.32530895,2860264.56103904,1382345.90873607,668078.134249652,322877.501674374,156044.444119659,75415.1912547018,36447.635826252,17614.8881309145,8513.15254969551,4114.34723829976,1988.43531799631,960.996917578842,464.443106214103,224.462113211833,108.480973435518
0.375,107341893.784099,51877588.4334727,25072076.5844311,12117159.7068684,5856138.75529274,2830231.00717262,1367830.9016708,661063.132593765,319487.200311738,154405.935122323,74623.3112867622,36064.9257620146,17429.9270267086,8423.76213834789,4071.14547609574,1967.55620770477,950.906189230595,459.566327597758,222.105200127657,107.341893784099
0.376,106217831.708299,51334337.0738566,24809526.9921276,11990271.3204916,5794814.48334835,2800593.41434878,1353507.25981511,654140.616408684,316141.59653195,152789.028154961,73841.8714292102,35687.2613302958,17247.4044414999,8335.55024622015,4028.51328400916,1946.95236667759,940.948496597496,454.753844214467,219.779360481084,106.217831708299
0.377,105108549.702897,50798228.8191551,24550429.6125982,11865051.3644653,5734296.55215315,2771345.52038387,1339371.95669936,647309.123022734,312839.983435993,151193.38157821,73070.7065701248,35314.562733656,17067.2818097425,8248.49823485302,3986.44165420269,1926.61944148982,931.121735699637,450.004639225419,217.48410284101,105.108549702897
0.378,104013814.637649,50269150.9991491,24294729.9931117,11741473.5221646,5674572.24306588,2742481.1784473,1325422.02160319,640567.216707494,309581.667146339,149618.6600459,72309.6546390417,34946.7516445705,16889.5212762902,8162.58780911837,3944.92174476853,1906.55315890911,921.423841313634,445.31771452256,215.218944828775,104.013814637649
0.379,102933397.665392,49746993.0136005,24042374.6813448,11619511.9604543,5615629.07111258,2713994.35463826,1311654.53838443,633913.488111797,306365.9665334,148064.534372853,71558.5565430608,34583.7511745505,16714.0856814727,8077.80101000683,3903.94487624275,1886.74932421109,911.852786158458,440.692090335111,212.983412927995,102.933397665392
0.38,101867074.1323,49231646.2888823,23793311.2044208,11499141.3195593,5557454.78009083,2685879.12561961,1298066.64433557,627346.553709072,303192.212948436,146530.681405798,70817.2561044605,34225.4858439927,16540.9385465242,7994.12020758538,3863.50252820169,1867.20381953444,902.406580100466,436.126804845366,210.777042298885,101.8670741323
0.381,100814623.490255,48723004.2356279,23547488.0484426,11380336.7031725,5500037.33778904,2658129.67630743,1284655.52906712,620865.055257685,300059.749962739,145016.78389732,70085.5999997783,33871.8815527373,16370.0440593545,7911.52809412061,3823.58633593855,1847.91260227472,893.083269377131,431.620913813526,208.599376596936,100.814623490255
0.382,99775829.211276,48220962.2073747,23304854.6385047,11263073.6687948,5443364.93131799,2630740.29761478,1271418.43341717,614467.659273937,296967.933112942,143522.530382769,69363.4377003217,33522.8655513173,16201.3670606537,7830.00767736334,3784.18808721782,1828.87170351581,883.880935838977,427.173490211329,206.449967795857,99.775829211276
0.383,98750478.7039461,47725417.4601737,23065361.3191734,11147328.2183016,5387425.96255141,2603705.38424812,1258352.64838649,608153.056517389,293916.129652273,142047.615060044,68650.6214140689,33178.3664128795,16034.8730303219,7749.54227399013,3745.2997191057,1810.07722649803,874.79769620924,422.783623864254,204.32837601465,98.7504787039461
0.384,97738363.2317911,47236269.1131432,22828959.3354223,11033076.7887287,5332209.04367313,2577019.43255536,1245455.51409838,601919.9614882,290903.718307627,140591.737672189,67947.0060289269,32838.3140057618,15870.5280742161,7670.11550319807,3706.91331487439,1791.52534512207,865.831701360817,418.450421102072,202.234169348728,97.7383632317911
0.385,96739277.8335572,46753418.1099393,22595600.8140114,10920296.2432732,5277702.99282766,2550677.03842374,1232724.41878288,595767.111936155,287930.089042281,139154.60339271,67252.4490573085,32502.6394667073,15708.2989112045,7591.71128044841,3669.02110097854,1773.2123024877,856.981135610026,414.173004417525,200.166923704957,96.7392778335572
0.386,95753021.2453399,46276767.1811207,22365238.7452983,10808963.8625029,5223896.82987195,2524672.89522673,1220156.79778438,589693.268381098,284994.642824122,137735.922713565,66566.8105819972,32171.2751747013,15548.1528605227,7514.31381135558,3631.61544410177,1755.13440946637,848.244216026778,409.950512132941,198.126222640526,95.75302124534
0.387,94779395.824515,45806220.807386,22137826.965471,10699057.3357694,5170779.7722253,2499001.79181828,1207750.13259236,583697.213644464,282096.791399241,136335.411335746,65889.9532032644,31844.1547254134,15390.0578294208,7437.90758571758,3594.68884827167,1737.28804330689,839.6191917607,405.782098074546,196.111657205556,94.779395824515
0.388,93818207.4754266,45341685.1836587,21913320.1391905,10590554.7528197,5118341.23081523,2473658.61057355,1195501.94989443,577777.752391627,279235.957070752,134952.790062376,65221.7419872083,31521.2129062304,15233.9823010979,7362.47737168429,3558.23395204133,1719.66964627333,831.104343382834,401.666931254322,194.122825789333,93.8182074754266
0.389,92869265.5767867,44883068.1840003,21691673.7426333,10483434.5956005,5066570.80611671,2448638.32547463,1183409.82065121,571933.710684798,276411.572482711,133587.784694286,64562.0444152828,31202.3856718633,15079.8953229126,7288.00821006011,3522.24352573587,1702.27572431425,822.697982242497,397.604195559173,192.159333970092,92.8692655767867
0.39,91932382.910743,44430279.3273287,21472844.0469236,10377675.7302513,5015458.28428236,2423936.00024034,1171471.35919242,566163.93554618,273623.080408992,132240.125927977,63910.7303349856,30887.6101205157,14927.7664948655,7214.48540873738,3486.71046876216,1685.10284576254,814.398449838907,393.593089447241,190.220794368245,91.932382910743
0.391,91007375.5935719,43983229.743923,21256788.1019454,10273257.3992804,4964993.63336134,2399546.78649883,1159684.22233379,560467.294531152,270869.933547011,130909.549255927,63267.6719116767,30576.8244705979,14777.5659583454,7141.89453725757,3451.62780698025,1668.147640065,806.204117207224,389.632825651184,188.306826502976,91.0073755935719
0.392,90094063.0079556,43541832.1426937,21043463.720524,10170159.2139208,4915166.9996047,2375465.92200195,1148046.108514,554842.675311193,268151.594316151,129595.794869175,62632.7435814979,30269.9680379732,14629.2643851321,7070.22142149658,3416.98869013486,1651.40679654105,798.113384318614,385.722630888227,186.417056652116,90.0940630079556
0.393,89192267.7368037,43106000.7791986,20832829.4629687,10068361.146659,4865968.70385492,2351688.72888042,1136554.75695146,549288.985266326,265467.534660802,128298.607562129,62005.8220053662,29966.9812137232,14482.8329666515,6999.45213847136,3382.7863893454,1634.87706316964,790.124679493991,381.861745576833,184.551117715207,89.1922677368037
0.394,88301815.4985797,42675651.424387,20624844.6219667,9967843.52393472,4817389.23801757,2328210.61193852,1125207.94682014,543805.151086826,262817.235857861,127017.73663953,61386.7860240127,29667.8054424185,14338.2434034728,6929.57301126456,3349.01429465312,1618.55524540381,782.236458831101,378.049423559812,182.708649079683,88.3018154985797
0.395,87422535.0840941,42250701.3340518,20419469.2078203,9868587.01900595,4769419.26161305,2305027.05698763,1114003.49644416,538390.118383962,260200.188328608,125752.935825539,60775.5166140422,29372.3832008825,14195.4678950462,6860.57060406432,3315.66591262389,1602.43820501216,774.447205644593,374.284931833715,180.889296490093,87.4225350840941
0.396,86554258.2947283,41831069.2189742,20216663.9340168,9770572.64497531,4722049.59840631,2282133.62921735,1102939.2625106,533042.851309552,257615.891454844,124503.963174873,60171.896844987,29080.6579774358,14054.4791296712,6792.43171731636,3282.73486400521,1586.52285894645,766.755429918762,370.567550284347,179.092711920268,86.5542582947283
0.397,85696819.8820526,41416675.2157409,20016390.2031259,9673781.74797389,4675271.23311265,2259525.97160348,1092013.13930007,527762.332184096,255063.853399167,123270.580985947,59575.8118373289,28792.5742516088,13915.2502746923,6725.14338298541,3250.21488143609,1570.80617823484,759.15966777265,366.896571428252,177.31855344839,85.6968198820526
0.398,84850057.488804,41007440.8582192,19818610.093013,9578196.00049862,4629075.30817768,2237199.80335177,1081223.05793456,522547.561133294,252543.590929302,122052.555715972,58987.1487214684,28508.0774743114,13777.7549669146,6658.69285992335,3218.09980720854,1555.28518690001,751.658480937178,363.27130016002,175.566485134863,84.850057488804
0.399,84013811.5911884,40603289.0496725,19623286.3433631,9483797.39489919,4583453.12062963,2215150.9183767,1070566.98564227,517397.555732716,250054.629246376,120849.657897966,58405.7965976131,28227.1140484475,13641.9673032356,6593.06762934142,3186.38359107927,1539.95696090159,744.250456244035,359.691053505262,173.836176902931,84.0138115911884
0.4,83187925.4424769,40204144.0354999,19430382.3425062,9390568.23701088,4538396.11900213,2193375.18381421,1060042.92503886,512311.350660434,247596.501817035,119661.662059613,57831.646496566,27949.6313099646,13507.861831486,6528.25539038377,3155.06028813048,1524.81862710227,736.934205126003,356.15516037913,172.127304421967,83.1879254424769
0.401,82372245.0178612,39809931.3765863,19239862.114537,9298491.13992971,4493895.90032578,2171868.53856781,1049648.9134247,507287.997357422,245168.750209319,118488.346643946,57264.59134139,27675.5775093258,13375.4135414757,6464.2440558,3124.12405667835,1509.86736225703,729.708363128456,352.662961350222,170.439548993375,82.3722450178612
